"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Walmart Supercenter","4","2585","54 Cousineau Dr","Swansea","Massachusetts","US","https://www.walmart.com/store/2953-swansea-ma/?veh=seo_loc","(508) 677-3775","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJYXToC5NX5IkR78jjyvU-liI","Department store"
"Walmart Supercenter","3.9","3678","116 Farmington Rd","Rochester","New Hampshire","US","https://www.walmart.com/store/2330-rochester-nh/?veh=seo_loc","(603) 332-4300","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ3VsdHUeD4okRZA8YvSTxK08","Department store"
"Walmart Supercenter","4.1","4210","30 Memorial Dr","Avon","Massachusetts","US","https://www.walmart.com/store/2122-avon-ma/?veh=seo_loc","(508) 427-9460","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJqc7eNGKD5IkRQwFjV8QDWYs","Department store"
"Walmart Supercenter","3.8","1148","1134 Wicker St","Ticonderoga","New York","US","https://www.walmart.com/store/2424-ticonderoga-ny/?veh=seo_loc","(518) 585-3060","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJLxxFpAOqykwRUEk8A2eduwQ","Department store"
"Walmart Supercenter","3.9","3985","16 Old Gick Rd","Saratoga Springs","New York","US","https://www.walmart.com/store/2056-saratoga-springs-ny/?veh=seo_loc","(518) 581-8035","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJhfi58zQ33okRopmVx8aLMOU","Department store"
"Walmart Supercenter","3.7","2700","101 Sanford farms shopping Center","Amsterdam","New York","US","https://www.walmart.com/store/2146-amsterdam-ny/?veh=seo_loc","(518) 843-6890","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ0UpaQEVg3okRaIQcjbESsfU","Department store"
"Walmart Supercenter","3.8","2383","1930 Main St","Sanford","Maine","US","https://www.walmart.com/store/1954-sanford-me/?veh=seo_loc","(207) 490-1988","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ8dK_vBS0skwR8vqia22BhGU","Department store"
"Walmart Supercenter","3.8","5805","1201 NY-300","Newburgh","New York","US","https://www.walmart.com/store/2104-newburgh-ny/?veh=seo_loc","(845) 567-6007","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJi3bzjGQu3YkRnzJwwBuVNdo","Department store"
"Walmart Supercenter","4","2793","180 River Rd","Lisbon","Connecticut","US","https://www.walmart.com/store/2854-lisbon-ct/?veh=seo_loc","(860) 376-3254","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJebvEXId35okRcuqRRO4jBQE","Department store"
"Walmart Supercenter","3.9","5570","891 US-9","Queensbury","New York","US","https://www.walmart.com/store/2116-queensbury-ny/?veh=seo_loc","(518) 793-0309","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJt8jBL0vO34kRkpTeaVj7iIE","Department store"
"Walmart Supercenter","3.9","6932","495 Flatbush Ave","Hartford","Connecticut","US","https://www.walmart.com/store/5095-hartford-ct/?veh=seo_loc","(860) 953-0040","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ_5OT-dSs54kRiJHhINCdR2c","Department store"
"Walmart Supercenter","4.1","5468","326 N Broadway","Salem","New Hampshire","US","https://www.walmart.com/store/2142-salem-nh/?veh=seo_loc","(603) 894-5642","Department store","Bakery","Clothing store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJf54iQQCr44kRyWmiD2owdWw","Department store"
"D.C. OUTDOOR ADVENTURES","4.6","11","1070 Middle Country Rd #263","Selden","New York","US","http://www.huntfishny.com/","(631) 786-7871","Hunting area","Fishing charter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=D.C.%20OUTDOOR%20ADVENTURES&query_place_id=ChIJGf9imaxH6IkRidEwRASNJuw","Hunting area"
"Kittery Trading Post","4.5","2519","301 US-1 One","Kittery","Maine","US","https://www.kitterytradingpost.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","(207) 439-2700","Clothing store","Camping store","Canoe & kayak store","Outdoor sports store","Fishing store","Gift shop","Gun shop","Sporting goods store",,,,"https://www.google.com/maps/search/?api=1&query=Kittery%20Trading%20Post&query_place_id=ChIJoyvMur6-4okRcuitMtVLG6o","Clothing store"
"Mass Audubon's Allens Pond Wildlife Sanctuary","4.8","332","1280 Horseneck Rd","Westport","Massachusetts","US","https://www.massaudubon.org/allenspond","(508) 636-2437","Wildlife refuge","Bird watching area","Hiking area","Nature preserve","Non-profit organization","Tourist attraction",,,,,,"https://www.google.com/maps/search/?api=1&query=Mass%20Audubon's%20Allens%20Pond%20Wildlife%20Sanctuary&query_place_id=ChIJt-nPDl8D5YkRK9qoiBHKYx8","Wildlife refuge"
"First Shot Outfitters","4.9","39","247 Co Rd 470","Coleman","Texas","US","https://firstshothunts.com/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(325) 280-3676","Hunting area","Hunting club","Ranch",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=First%20Shot%20Outfitters&query_place_id=ChIJByRdkdghV4YRA4DH1nvE2VA","Hunting area"
"All American Outfitter","4.8","23","5111 State Hwy 70","Clarendon","Texas","US","http://aaoutfitter.com/","(806) 676-4610","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=All%20American%20Outfitter&query_place_id=ChIJz0GJ3-CVAIcRcsFVn9MBGw4","Hunting area"
"Real Outfitters- Texas Hunting Ranches","3.9","33","30875 I-10","Boerne","Texas","US",,"(210) 303-7433","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Real%20Outfitters-%20Texas%20Hunting%20Ranches&query_place_id=ChIJCZHyYONwXIYRfN1xBfA9s84","Hunting area"
"NCK Outfitters","4.8","53","1624 Meadow Ln","Clay Center","Kansas","US","https://www.nckhunt.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","(785) 452-5220","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NCK%20Outfitters&query_place_id=ChIJdVGVNN4LvYcRVhVISXMzMmU","Hunting area"
"Kansas Trophy Outfitters","5","9","28784 US-75","Lyndon","Kansas","US","http://ktohunting.com/","(785) 207-0212","Hunting preserve","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kansas%20Trophy%20Outfitters&query_place_id=ChIJgSnn7IIrv4cRyAdAnDsB0Gw","Hunting preserve"
"Red Dog Outfitters - Kansas Premier Whitetail & Mule Deer Hunting Outfitter","4.6","53","3077 130th Ave","Morland","Kansas","US","http://www.reddogoutfitters.com/","(720) 232-0173","Hunting club","Hunting area","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Red%20Dog%20Outfitters%20-%20Kansas%20Premier%20Whitetail%20%26%20Mule%20Deer%20Hunting%20Outfitter&query_place_id=ChIJz5EWK4s7oIcR1-dEpYI5h-M","Hunting club"
"Misty Morning Outfitters","4.8","13","309 Klady St","Alden","Kansas","US","http://mistymorningoutfitters.com/","(620) 708-8540","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Misty%20Morning%20Outfitters&query_place_id=ChIJ13TywTKbpIcRaDRzYs2IF9o","Hunting area"
"Western Kansas Outfitters","5","12","13680 N Cherokee Rd","Scott City","Kansas","US","https://westernkansasoutfitters.com/","(717) 587-3966","Outdoor activity organiser","Hunting area","Hunting club",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Western%20Kansas%20Outfitters&query_place_id=ChIJj8wPB1ZbCocRV7fNmSAwY9Q","Outdoor activity organiser"
"Central Plains Outfitters, LLC","5","2","9935 SE 36th St","Whitewater","Kansas","US","http://www.deerandturkeyhuntingkansas.com/","(316) 799-2402","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Central%20Plains%20Outfitters%2C%20LLC&query_place_id=ChIJN8aKULAOu4cRP6fnW6vinOU","Hunting area"
"Kansas Plains Outfitters","5","1","2776 Douglas Rd","Princeton","Kansas","US","https://kansasplains.com/","(785) 893-0190","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kansas%20Plains%20Outfitters&query_place_id=ChIJbU6BhdKxuIcR8hUpRpMBlFE","Hunting club"
"Salt Plains Outfitters","4.9","62","282 NW 10 Ave","Anthony","Kansas","US","http://www.saltplainsoutfitters.com/","(620) 842-8282","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salt%20Plains%20Outfitters&query_place_id=ChIJr_JuA8pDpYcRTU0KPRBXmgM","Hunting club"
"10 Gauge Outfitters LLC","5","191","886 90th Ave","Kinsley","Kansas","US","https://www.10gaugeoutfitters.com/","(316) 680-4274","Hunting club","Lodge",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=10%20Gauge%20Outfitters%20LLC&query_place_id=ChIJqwrv5Ff-uocROSBP5nX5hx4","Hunting club"
"Triple H Outfitters","4.7","18","1150 N 130th Rd","Lincoln","Kansas","US","https://www.triplehoutfitters.com/","(785) 488-5120","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Triple%20H%20Outfitters&query_place_id=ChIJxQiahIEdo4cR7dCCygUBg0Y","Hunting area"
"Hickory Creek Outfitter","5","10","1230 W 570th Ave","McCune","Kansas","US","http://www.hickorycreekoutfitter.com/","(620) 423-5491","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hickory%20Creek%20Outfitter&query_place_id=ChIJpbYxSwv2x4cR1n8TOIzSd-E","Hunting area"
"K&K Outfitters","4.8","21","317 N 250th St","Mulberry","Kansas","US","https://www.duckandbuck.com/","(620) 249-3003","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=K%26K%20Outfitters&query_place_id=ChIJabW0Q6TBx4cRcHre4-AeBiU","Hunting area"
"Elk River Outfitters","5","14","414 N Pine St","Moline","Kansas","US","http://elkriveroutfitterskansas.com/","(620) 205-8586","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elk%20River%20Outfitters&query_place_id=ChIJM8YMSxXxuYcRVEBJ3swyopg","Hunting area"
"Kaw River Outfitters","5","5","32873 KS-18","Manhattan","Kansas","US","http://kawriveroutfitters.com/","(785) 556-0886","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kaw%20River%20Outfitters&query_place_id=ChIJHca1OIN_vocRmt42HeuBh4g","Hunting area"
"Dirt Road Outfitters","5","27","668 SE 30th Ave","Stafford","Kansas","US","http://www.dirtroadoutfitters.com/home","(620) 388-2218","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dirt%20Road%20Outfitters&query_place_id=ChIJQ9o0jhpFpIcRPj_ugWtMaFk","Hunting area"
"Wicked Outfitters","4.6","22","22802 Valley Rd","Lacygne","Kansas","US","http://www.wickedoutfitters.com/","(913) 710-1293","Hunting club","Store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wicked%20Outfitters&query_place_id=ChIJDQhnvK45x4cRR0d2YgoHQJ0","Hunting club"
"Kansas Big Buck Outfitters","4.1","36","412 Kansas St","Oswego","Kansas","US","https://www.kansasbigbuckoutfitters.com/","(864) 200-1414","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kansas%20Big%20Buck%20Outfitters&query_place_id=ChIJN0RYOnX_t4cRWt2wozyMTeU","Hunting preserve"
"Kansas Trophy Whitetails LLC","4.9","71","1539 Indian Rd","Morrowville","Kansas","US","http://www.kansastrophywhitetails.com/","(785) 556-9811","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kansas%20Trophy%20Whitetails%20LLC&query_place_id=ChIJ-1bv7GfWl4cRgeoaIjv99b0","Hunting area"
"Level Creek Outfitters","5","11","963 S, KS-4","White City","KS","US","https://www.levelcreekoutfitters.com/contact.html","(785) 561-0553","Hunting area","Raft trip outfitter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Level%20Creek%20Outfitters&query_place_id=ChIJQw11WuI_vIcRV-2WKbms0CU","Hunting area"
"Triple Creek Outfitters","4.5","17","1350 NE 10th Ave","St John","Kansas","US","http://www.triplecreekoutfitters.com/","(620) 617-7550","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Triple%20Creek%20Outfitters&query_place_id=ChIJHRiXxxNqpIcRc1rsDlT8DVk","Hunting area"
"Rafter F Hunts - Cimarron Canyon Outfitters","4.8","23","333897 E 850 Rd","Wellston","Oklahoma","US",,"(833) 266-5226","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rafter%20F%20Hunts%20-%20Cimarron%20Canyon%20Outfitters&query_place_id=ChIJ-chD9Rt_sYcRlp2MsPUeCh4","Hunting area"
"No Mercy Hunting Services, L.L.C.","4.8","239","26196 CS 2640","Gracemont","Oklahoma","US","https://www.nomercyhunting.com/","(580) 515-4533","Hunting club","Hunting area","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=No%20Mercy%20Hunting%20Services%2C%20L.L.C.&query_place_id=ChIJJ2QAzNO7rYcRRrPSMRnaj6I","Hunting club"
"Heartland Pride Outfitters, LLC","4.9","195","43253 County Rd 735","Arapahoe","Nebraska","US","http://www.heartlandprideoutfitters.com/","(308) 991-8456","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heartland%20Pride%20Outfitters%2C%20LLC&query_place_id=ChIJ_1l_Wpb1nocRgtnKF8TuS7E","Hunting club"
"Central Nebraska Outfitters","4.6","50","303 E 2nd St","Paxton","Nebraska","US","https://www.centralnebraskaoutfitters.com/","(308) 289-6607","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Central%20Nebraska%20Outfitters&query_place_id=ChIJ5y9U4gX2docR85nGhPYHM2I","Hunting club"
"Osage Outfitters","5","1","68275 708 Rd","Du Bois","Nebraska","US","http://www.osageoutfitters.com/","(402) 533-3562","Hunting preserve","Hunting area","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Osage%20Outfitters&query_place_id=ChIJM2zHd2uUlYcRq781XIReMSA","Hunting preserve"
"Prairie Rock Outfitters","5","2","12710 Rd 84 #9803","Broadwater","Nebraska","US","http://prairierockoutfitters.com/","(308) 262-5257","Hunting area","Hunting club","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prairie%20Rock%20Outfitters&query_place_id=ChIJCxXK1xhicIcRPJmCWyvD2tQ","Hunting area"
"River Lodge Outfitters","5","38","44322 Drive, 749","Overton","NE","US","http://www.riverlodgeoutfitters.com/","(308) 251-6700","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=River%20Lodge%20Outfitters&query_place_id=ChIJOeqiGk-XnocRNyHePAFjd1o","Hunting club"
"Top Flight Hunts","5","13","54311 842nd Rd","Battle Creek","Nebraska","US","http://www.topflighthunts.com/about-us","(402) 750-5878","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Flight%20Hunts&query_place_id=ChIJWSfyHk0MkIcRwWoM4ZlSYwE","Hunting area"
"Gobble 'n Grunt Outfitters, LLC","3.9","19","608 W Pawnee Ave","Genoa","Nebraska","US","http://www.gobblengrunt.com/Display.asp?Page=home","(402) 459-5823","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gobble%20'n%20Grunt%20Outfitters%2C%20LLC&query_place_id=ChIJZ784uEickIcRIaPxzQUisgI","Hunting area"
"5AM Outfitters","5","4","110 10th St","St Helena","Nebraska","US","https://5amoutfitters.com/","(402) 518-1624","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=5AM%20Outfitters&query_place_id=ChIJP9A76iqvj4cR9Uo6zkP0fCI","Hunting area"
"Whiskey Sloughs Outfitters","4.7","39","2325 E 103rd St","Kearney","Nebraska","US","http://whiskeysloughs.com/","(308) 224-7289","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Whiskey%20Sloughs%20Outfitters&query_place_id=ChIJFUfUj1L1Y4cRBShE66GtwfI","Hunting club"
"Beede Outdoors","5","48","2404 E Road","Syracuse","Nebraska","US","https://beedeoutdoors.com/","(402) 314-2040","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beede%20Outdoors&query_place_id=ChIJ_zhs4yOdlocRsC3bUL1Z7Wc","Hunting club"
"Blue River Hunting","5","2","2049 County Rd W","De Witt","Nebraska","US","https://www.blueriverhunting.com/","(402) 239-6323","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20River%20Hunting&query_place_id=ChIJG5qHZlVXlocRCSnfBhwzS7s","Hunting area"
